REF_DATE,GEO,DGUID,Household size (7),Household type including census family structure  (11),Coordinate,Household income statistics (6):Number of households (2021)[1],Symbol,Household income statistics (6):Number of households (2016)[2],Symbol,Household income statistics (6):Median household total income (2020) (2020 constant dollars)[3],Symbol,Household income statistics (6):Median household total income (2015) (2020 constant dollars)[4],Symbol,Household income statistics (6):Median household after-tax income (2020) (2020 constant dollars)[5],Symbol,Household income statistics (6):Median household after-tax income (2015) (2020 constant dollars)[6],Symbol
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,Total – Household type including census family structure,16.5.1,275,,295,,108000,,93000,,97000,,80000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,Census-family households,16.5.2,260,,285,,107000,,93000,,95000,,81000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,Households consisting of only one census family without additional persons,16.5.3,215,,250,,108000,,91000,,94000,,79500,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,"One couple, with or without children in their census family",16.5.4,165,,180,,113000,,108000,,101000,,95000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,Without children,16.5.5,0,,0,,0,...,0,...,0,...,0,...
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,With children,16.5.6,165,,180,,113000,,108000,,101000,,95000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,One one-parent census family,16.5.7,50,,65,,69000,,42400,,66500,,42000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,With a parent that is a man+,16.5.8,5,,10,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,With a parent that is a woman+,16.5.9,45,,55,,67500,,40400,,65500,,38800,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,Other census family households,16.5.10,45,,40,,105000,,116000,,100000,,104000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,3 persons,Non-census family households,16.5.11,15,,15,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,Total – Household type including census family structure,16.6.1,310,,315,,132000,,110000,,115000,,96000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,Census-family households,16.6.2,310,,310,,132000,,110000,,116000,,96000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,Households consisting of only one census family without additional persons,16.6.3,240,,250,,128000,,106000,,113000,,93000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,"One couple, with or without children in their census family",16.6.4,225,,235,,133000,,109000,,117000,,95000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,Without children,16.6.5,0,,0,,0,...,0,...,0,...,0,...
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,With children,16.6.6,225,,235,,133000,,109000,,117000,,95000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,One one-parent census family,16.6.7,15,,20,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,With a parent that is a man+,16.6.8,0,,0,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,With a parent that is a woman+,16.6.9,15,,15,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,Other census family households,16.6.10,65,,60,,133000,,125000,,120000,,111000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,4 persons,Non-census family households,16.6.11,5,,0,,,x,0,...,,x,0,...
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,Total – Household type including census family structure,16.7.1,390,,325,,142000,,113000,,129000,,102000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,Census-family households,16.7.2,390,,325,,142000,,112000,,129000,,102000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,Households consisting of only one census family without additional persons,16.7.3,155,,145,,120000,,97000,,108000,,87000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,"One couple, with or without children in their census family",16.7.4,150,,140,,121000,,98000,,109000,,88000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,Without children,16.7.5,0,,0,,0,...,0,...,0,...,0,...
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,With children,16.7.6,150,,140,,121000,,98000,,109000,,88000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,One one-parent census family,16.7.7,5,,5,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,With a parent that is a man+,16.7.8,0,,0,,0,...,0,...,0,...,0,...
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,With a parent that is a woman+,16.7.9,5,,5,,,x,,x,,x,,x
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,Other census family households,16.7.10,235,,185,,155000,,120000,,141000,,109000,
2021,0009.02 - Abbotsford - Mission,2021S05079320009.02,5 or more persons,Non-census family households,16.7.11,5,,0,,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,Total – Household type including census family structure,17.1.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,Census-family households,17.1.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,Households consisting of only one census family without additional persons,17.1.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,"One couple, with or without children in their census family",17.1.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,Without children,17.1.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,With children,17.1.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,One one-parent census family,17.1.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,With a parent that is a man+,17.1.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,With a parent that is a woman+,17.1.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,Other census family households,17.1.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,Total - Households by household size,Non-census family households,17.1.11,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,Total – Household type including census family structure,17.2.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,Census-family households,17.2.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,Households consisting of only one census family without additional persons,17.2.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,"One couple, with or without children in their census family",17.2.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,Without children,17.2.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,With children,17.2.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,One one-parent census family,17.2.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,With a parent that is a man+,17.2.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,With a parent that is a woman+,17.2.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,Other census family households,17.2.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,1 person,Non-census family households,17.2.11,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,Total – Household type including census family structure,17.3.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,Census-family households,17.3.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,Households consisting of only one census family without additional persons,17.3.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,"One couple, with or without children in their census family",17.3.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,Without children,17.3.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,With children,17.3.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,One one-parent census family,17.3.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,With a parent that is a man+,17.3.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,With a parent that is a woman+,17.3.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,Other census family households,17.3.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 or more persons,Non-census family households,17.3.11,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,Total – Household type including census family structure,17.4.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,Census-family households,17.4.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,Households consisting of only one census family without additional persons,17.4.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,"One couple, with or without children in their census family",17.4.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,Without children,17.4.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,With children,17.4.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,One one-parent census family,17.4.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,With a parent that is a man+,17.4.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,With a parent that is a woman+,17.4.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,Other census family households,17.4.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,2 persons,Non-census family households,17.4.11,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,Total – Household type including census family structure,17.5.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,Census-family households,17.5.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,Households consisting of only one census family without additional persons,17.5.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,"One couple, with or without children in their census family",17.5.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,Without children,17.5.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,With children,17.5.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,One one-parent census family,17.5.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,With a parent that is a man+,17.5.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,With a parent that is a woman+,17.5.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,Other census family households,17.5.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,3 persons,Non-census family households,17.5.11,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,Total – Household type including census family structure,17.6.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,Census-family households,17.6.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,Households consisting of only one census family without additional persons,17.6.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,"One couple, with or without children in their census family",17.6.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,Without children,17.6.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,With children,17.6.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,One one-parent census family,17.6.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,With a parent that is a man+,17.6.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,With a parent that is a woman+,17.6.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,Other census family households,17.6.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,4 persons,Non-census family households,17.6.11,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,Total – Household type including census family structure,17.7.1,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,Census-family households,17.7.2,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,Households consisting of only one census family without additional persons,17.7.3,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,"One couple, with or without children in their census family",17.7.4,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,Without children,17.7.5,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,With children,17.7.6,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,One one-parent census family,17.7.7,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,With a parent that is a man+,17.7.8,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,With a parent that is a woman+,17.7.9,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,Other census family households,17.7.10,,x,0,...,,x,0,...,,x,0,...
2021,0010.00 - Abbotsford - Mission,2021S05079320010.00,5 or more persons,Non-census family households,17.7.11,,x,0,...,,x,0,...,,x,0,...
2021,0011.00 - Abbotsford - Mission,2021S05079320011.00,Total - Households by household size,Total – Household type including census family structure,18.1.1,2465,,2350,,112000,,101000,,98000,,88000,
2021,0011.00 - Abbotsford - Mission,2021S05079320011.00,Total - Households by household size,Census-family households,18.1.2,2025,,1945,,125000,,112000,,109000,,97000,
2021,0011.00 - Abbotsford - Mission,2021S05079320011.00,Total - Households by household size,Households consisting of only one census family without additional persons,18.1.3,1740,,1680,,120000,,109000,,104000,,94000,
